,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
891,Laura Schulte,"""The Legislature spent the last decade passing laws deliberately making it even harder for people to access these critical supports when they need it most, exacerbating the problems with our already-outdated system.”",Tony Evers,"February 2, 2021",half-true,FAKE,0
892,Paul Specht,"North Carolina Secretary of State Elaine Marshall ""has won more statewide races than probably anyone else alive.""",Jenna Wadsworth,"February 1, 2021",true,REAL,1
893,Noah Y.,“The Biden administration lost 20 million COVID vaccines.”,Ryan Fournier,"• February 1,",false,FAKE,0
894,Bill McCarthy,"Congressional benefits include “free health care, outrageous retirement packages, 67 paid holidays, three weeks paid vacation, unlimited paid sick days.”",Facebook posts,"February 1, 2021",barely-true,FAKE,0
895,Tom Kertscher,An “audit report” found that a voting system used in Michigan in the 2020 presidential election was designed to “create systemic fraud.”,Facebook posts,"February 1, 2021",false,FAKE,0
896,Ciara O'Rourke,“WHO now saying you do not need to wear a mask.”,Bloggers,"February 1, 2021",false,FAKE,0
897,Jon Greenberg,Masks have negative impacts on 68% of children.,Instagram posts,"January 29, 2021",false,FAKE,0
898,Samantha Putterman,Says Joe Biden’s inauguration was fake and he is not the legitimate president.,Facebook posts,"January 29, 2021",pants-fire,FAKE,0
899,Tom Kertscher,"Says Joe Biden said, “I don’t know what I’m signing,” while signing a document.",Facebook posts,"January 29, 2021",false,FAKE,0
900,Tom Kertscher,“U.S. military at the White House arresting Congress.”,Facebook posts,"January 29, 2021",pants-fire,FAKE,0
901,Miriam Valverde,"""Only in the Third World do you see this habitual use of prosecutions of former leaders.”",Marco Rubio,"January 29, 2021",false,FAKE,0
902,Brandon Mulder,"Says that Biden’s ban on new federal leases will kill 120,000 Texas jobs.",Kevin Brady,"January 29, 2021",half-true,FAKE,0
903,Jon Greenberg,“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”,Joe Biden,"January 29, 2021",mostly-true,FAKE,0
904,Tom Kertscher,Says Joe Biden canceled the Keystone pipeline because Warren Buffett “donated $58 million” to his campaign.,Facebook posts,"January 29, 2021",false,FAKE,0
905,Madison Czopek,"""In March 2020 the United States deployed 30,000 troops to Europe to ... free child-trafficked children and arrest deep state cabal members.""",Facebook posts,"January 29, 2021",false,FAKE,0
906,Daniel Funke,Says Joe Biden is “following through with a fracking ban.”,Facebook posts,"January 28, 2021",barely-true,FAKE,0
907,Tom Kertscher,"Soybeans dropped 70 cents and corn 50 cents per bushel in two days, causing farmers to lose big money, “thanks to Biden’s executive orders.”",Facebook posts,"January 28, 2021",barely-true,FAKE,0
908,Louis Jacobson,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,Facebook posts,"January 28, 2021",false,FAKE,0
909,Eric Litke,“The U.S. Senate cannot convict a former President.”,Scott Walker,"January 28, 2021",barely-true,FAKE,0
910,Samantha Putterman,"Says Facebook recently logged users out to track their “off Facebook activity” involving bank accounts, emails and other apps.",Facebook posts,"January 28, 2021",false,FAKE,0
911,Daniel Funke,"""Joe Biden admits he is governing like a 'dictator.'""",Charlie Kirk,"January 28, 2021",false,FAKE,0
912,Warren Fiske,"“The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.”",Jennifer Boysko,"January 28, 2021",true,REAL,1
913,Eric Litke,Assembly Republicans “have come to the table” and were part of “give and take” compromise on a coronavirus bill.,Jim Steineke,"January 27, 2021",false,FAKE,0
914,Daniel Funke,Says Bill Gates said “at least 3 billion people need to die” from the planet.,Instagram posts,"January 27, 2021",false,FAKE,0
915,Miriam Valverde,"Says Joe Biden “has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.”",Marco Rubio,"January 27, 2021",true,REAL,1
916,Samantha Putterman,Says Biden's Rolex belonged to his late son Beau.,Facebook posts,"January 27, 2021",false,FAKE,0
917,Amy Sherman,"""The process to distribute the vaccine, particularly outside of nursing homes and hospitals out into the community as a whole, did not really exist when we came into the White House.""",Ron Klain,"January 27, 2021",barely-true,FAKE,0
918,Paul Specht,Says the number of spoiled coronavirus vaccines in North Carolina is “very small ... in the tens.”,Mandy Cohen,"January 26, 2021",half-true,FAKE,0
919,Tom Kertscher,Says Donald Trump offered his hotel “to our troops to sleep in after they were put in a car garage.”,Facebook posts,"January 26, 2021",false,FAKE,0
920,Noah Y.,Hank Aaron’s death was caused by a COVID-19 vaccine.,Facebook posts,"• January 26,",false,FAKE,0
921,Landon Allison,"“New York leads the nation in out-migration of residents, with 126,000 people leaving last year and over one million in the past decade.”",James Tedisco,"January 26, 2021",half-true,FAKE,0
922,Tom Kertscher,Says a video shows Joe Biden boasted in 2006 “about voting for ‘700 miles of fence’” and “talking about immigration in some entirely different ways than he does today.”,Facebook posts,"January 26, 2021",half-true,FAKE,0
923,Jill Terreri,"“We have scientific data, from all different levels, but particularly from the high school sports levels, from numerous different states that shows that it is safe to play what New York is considering high-risk sports.”",Colin Schmitt,"• January 26,",barely-true,FAKE,0
924,Daniel Funke,"“I believe, without having definitive proof, that the military is in charge of our country ... because Joe Biden is an illegal president.”",L. Lin Wood,"January 26, 2021",pants-fire,FAKE,0
925,Jon Greenberg,"The Paris Climate Agreement is “bad for America,” because it ""does nothing to hold real polluters, like Communist China and India, accountable.""",Rick Scott,"January 26, 2021",barely-true,FAKE,0
926,Haley BeMiller,"""We put $330 million in general school aids — the largest in more than a decade.""",Tony Evers,"January 26, 2021",true,REAL,1
927,Daniel Funke,"Joe Biden was sworn in on a ""Masonic/Illuminati Bible.""",Facebook posts,"January 25, 2021",pants-fire,FAKE,0
928,Tom Kertscher,Says Maxine Waters said Trump supporters are “not welcome here” and “we must welcome everyone who crosses our borders.”,Facebook posts,"January 25, 2021",barely-true,FAKE,0
929,Monique Curet,Says President Joe Biden sparked a migrant caravan from Honduras and questioned the loyalty of U.S. troops at the inauguration.,Restoration PAC,"January 25, 2021",barely-true,FAKE,0
930,Ciara O'Rourke,Photos show Joe Biden with a “Chinese handler.”,Viral image,"January 25, 2021",pants-fire,FAKE,0
931,D.L. Davis,"A majority of Americans have voted for a party that … wants a world in which you cannot call your parents mom and dad.""",Glenn Grothman,"January 25, 2021",false,FAKE,0
932,Madison Czopek,Says the Biden administration labeled Libertarians terrorists.,"Jeremy ""Spike"" Cohen","January 22, 2021",false,FAKE,0
933,Samantha Putterman,National Guard members turned their backs on Biden’s motorcade on Inauguration Day.,Instagram posts,"January 22, 2021",false,FAKE,0
934,Bill McCarthy,Video shows Biden saying “salute the Marines” after hearing the words in an earpiece before his inauguration.,Tweets,"January 22, 2021",false,FAKE,0
935,Bill McCarthy,"“Democrats forced our GREAT troops to sleep on the ground of a PARKING garage after dragging them to DC for photo ops!""",Facebook posts,"January 22, 2021",false,FAKE,0
936,Clara Hendrickson,"In Michigan, “we were able to really flatten” the racial disparity in COVID-19’s impact “and make significant progress.”",Garlin Gilchrist,"January 22, 2021",mostly-true,FAKE,0
937,Daniel Funke,"On Inauguration Day, Vice President Kamala Harris “put her clutch on top of the Bible so her hand is not touching it.”",Facebook posts,"January 22, 2021",pants-fire,FAKE,0
938,Noah Y.,“WHO admits their testing grossly overstates individuals testing positive for COVID.”,The Gateway Pundit,"• January 22,",false,FAKE,0
939,Samantha Putterman,“Go to antifa.com and it takes you to Biden’s White House! … Just a slap in the face.”,Facebook posts,"January 22, 2021",half-true,FAKE,0
940,Daniel Funke,"""By revoking the Keystone pipeline permit, Biden is destroying 11,000 jobs.”",Facebook posts,"January 21, 2021",half-true,FAKE,0
941,Ciara O'Rourke,"“Military tribunals start Jan. 20, 2021.”",Facebook posts,"January 21, 2021",pants-fire,FAKE,0
942,Bill McCarthy,"Says Joe Biden and Democrats ""have not legitimately won"" the presidency.",Rush Limbaugh,"January 21, 2021",pants-fire,FAKE,0
943,Samantha Putterman,"Says Biden had to take a private plane to D.C. instead of a government plane “because they know he’s not a legitimate president” and ""the military is now responsible for restoring legitimate civilian government.”",Facebook posts,"January 21, 2021",false,FAKE,0
944,Jessica Calefati,“There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.”,Pat Toomey,"January 21, 2021",true,REAL,1
945,Brandon Mulder,"Says that the Paris Climate Accord will cost the U.S. economy ""6.5 million jobs and $3 trillion in economic growth by 2040.""",Wayne Christian,"January 21, 2021",half-true,FAKE,0
946,Ciara O'Rourke,Says Joe Exotic was pardoned.,Facebook posts,"January 21, 2021",false,FAKE,0
947,Monique Curet,A photo caption says vendors named “Nah” and “Stop asking me questions before you get your a-- kicked” sold Trump-themed merchandise to “stupid” people outside the U.S. Capitol on Jan. 6.,Instagram posts,"January 20, 2021",pants-fire,FAKE,0
948,Ciara O'Rourke,“Military brass band plays ‘Hit the Road Jack’ as Trump leaves office.”,YouTube videos,"January 20, 2021",false,FAKE,0
949,Ciara O'Rourke,"Donald Trump’s letter to Joe Biden said, “You know I won.”",Bloggers,"January 20, 2021",false,FAKE,0
950,Bill McCarthy,A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,Jordan Rachel,"January 20, 2021",false,FAKE,0
951,Warren Fiske,Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.,Kirk Cox,"January 20, 2021",true,REAL,1
952,Eric Litke,“Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’”,Rebecca Kleefisch,"January 20, 2021",mostly-true,FAKE,0
953,Daniel Funke,"""China was behind the interference and the effort to overthrow our government and the election, election fraud.""",L. Lin Wood,"January 19, 2021",false,FAKE,0
954,Monique Curet,"The COVID-19 vaccine is dangerous because 23 people died in Norway ""within hours” of receiving it.",Facebook posts,"January 19, 2021",barely-true,FAKE,0
955,Julia Shanahan,Says Joe Biden has plans to ban animal agriculture and gas-powered cars.,Donald Trump,"January 18, 2021",false,FAKE,0
956,Daniel Funke,“Barack Obama was arrested.”,Facebook posts,"January 18, 2021",pants-fire,FAKE,0
957,Bill McCarthy,President Donald Trump “can’t say anything (about the U.S. Capitol riot) because the platforms have removed him.”,Hogan Gidley,"January 18, 2021",false,FAKE,0
958,Daniel Funke,A video shows Joe Biden lost and confused on stage.,Donald Trump Jr.,"January 18, 2021",pants-fire,FAKE,0
959,Tom Kertscher,"“CNN-NPR photojournalist Jade Sacker was embedded with antifa leader"" during the U.S. Capitol attack.",Facebook posts,"January 18, 2021",barely-true,FAKE,0
960,Samantha Putterman,"Says Gen. David H. Berger, commandant of the U.S. Marine Corps., refused Nancy Pelosi’s request to use the Marines for inauguration security, telling her “we don’t work for you.”",Bloggers,"January 17, 2021",false,FAKE,0
961,Jessica Calefati,Says unproven voter fraud claims didn’t play “any role” in the Capitol riot.,Jake Corman,"January 17, 2021",pants-fire,FAKE,0
962,Amy Sherman,"“Inauguration Cancelled, Trump Remains in Office.”",Facebook posts,"January 16, 2021",pants-fire,FAKE,0
963,Miriam Valverde,Says a photo shows armed soldiers protecting Joe Biden’s inauguration.,Facebook posts,"January 16, 2021",barely-true,FAKE,0
964,Tom Kertscher,Says Joe Biden stayed silent about violence at Black Lives Matter protests.,Instagram posts,"January 16, 2021",false,FAKE,0
965,Brandon Mulder,Says that “the way to reach ‘herd immunity’ is for >70% of the population to get vaccinated.”,Jon Rosenthal,"January 15, 2021",mostly-true,FAKE,0
966,Warren Fiske,“Antifa is the culprit” in the Capitol riot.,Amanda Chase,"January 15, 2021",pants-fire,FAKE,0
967,Eric Litke,"""It takes quite a while on Election Day to load those ballots, which is why we have the 1 a.m. or 3 a.m. ballot dumping in Milwaukee.""",Devin LeMahieu,"January 15, 2021",true,REAL,1
968,Tom Kertscher,“Coronavirus vaccinations seem to be causing 50 times the adverse events of flu vaccinations after just the first of two shots.”,Facebook posts,"January 15, 2021",barely-true,FAKE,0
969,Samantha Putterman,A photo shows Democratic lawmakers wearing clothing and masks with the Nazi swastika.,Viral image,"January 15, 2021",pants-fire,FAKE,0
970,Nusaiba Mizan,"“It wasn’t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.”",Sarah Godlewski,"January 15, 2021",true,REAL,1
971,Samantha Putterman,"Photo shows Rep. Lauren Boebert with Capitol rioters before she gave them a tour of the building ""one day before the insurrection.""",Facebook posts,"January 14, 2021",false,FAKE,0
972,Noah Y.,Antifa provoked the shooting of Ashli Babbitt at the Capitol.,Bloggers,"• January 14,",pants-fire,FAKE,0
973,Bill McCarthy,Says Rep. Pramila Jayapal was not wearing a mask in Congress during the U.S. Capitol mob.,Facebook posts,"January 14, 2021",barely-true,FAKE,0
974,Jill Terreri,"“There were several states where outside actors dramatically changed the rules of the road, so to speak, two weeks out, one week out, on how elections would be run.”",Chris Jacobs,"• January 13,",barely-true,FAKE,0
975,Chris Nichols,"The effort to recall California Gov. Gavin Newsom is ""a coup.""",Rusty Hicks,"January 13, 2021",pants-fire,FAKE,0
976,Samantha Putterman,Says President Trump has ordered the military to take over “major corrupt cities” to stay in office and that U.S. citizens will receive emergency alerts on their devices.,Facebook posts,"January 13, 2021",pants-fire,FAKE,0
977,Louis Jacobson,The second presidential impeachment of Donald Trump was “the most bipartisan impeachment in American history.”,Jake Tapper,"January 13, 2021",true,REAL,1
978,Ciara O'Rourke,"Says Alexandria Ocasio-Cortez tweeted, “Let’s begin ‘The Purge’ to roundup all Conservative traitors.”",Viral image,"January 13, 2021",pants-fire,FAKE,0
979,Amy Sherman,“Republicans have no way to communicate” after tech companies cut off Parler.,Devin Nunes,"January 13, 2021",false,FAKE,0
980,Bill McCarthy,"Says Joe Biden is on video ""admitting to"" election fraud in a ""confession.""",Greg Kelly,"January 12, 2021",false,FAKE,0
981,Noah Y.,"“The U.S. Department of State … released a statement on their website stating that Donald J. Trump's term ended” on Jan. 11, 2021.",Facebook posts,"• January 12,",barely-true,FAKE,0
982,Samantha Putterman,Nancy Pelosi is no longer the Speaker of the House,Facebook posts,"January 12, 2021",false,FAKE,0
983,Ciara O'Rourke,NPR posted a story about the Capitol breach before it happened.,Viral image,"January 12, 2021",false,FAKE,0
984,Daniel Funke,"A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.",Facebook posts,"January 11, 2021",barely-true,FAKE,0
985,Ciara O'Rourke,Says Mike Pence changed “his Twitter banner photo to Biden and Harris.”,Viral image,"January 11, 2021",false,FAKE,0
986,Jon Greenberg,"Summer “protesters outside the White House were met with tear gas, rubber bullets, a full militarized response. While ... rioters were able to breach the Capitol.”",Sherrod Brown,"January 11, 2021",true,REAL,1
987,Ciara O'Rourke,Video shows man upset because he was added to the no-fly list for storming the Capitol.,Facebook posts,"January 11, 2021",false,FAKE,0
988,Sarah Watson,"Before COVID-19, “more Iowans (were) working than at any other time in our state history.""",Kim Reynolds,"January 11, 2021",true,REAL,1
989,Samantha Putterman,"""Trump signs Insurrection Act - General Flynn to be appointed vice president.""",Bloggers,"January 11, 2021",false,FAKE,0
990,Noah Y.,"Says Pope Francis “was arrested Saturday in connection with an 80-count indictment of charges including possession of child pornography, human trafficking, incest, possession of drug paraphernalia and felony fraud.”",Conservative Beaver,"• January 11,",pants-fire,FAKE,0
991,Ciara O'Rourke,Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there “urging him to stick to the proven Democratic Play book.”,Viral image,"January 11, 2021",false,FAKE,0
992,Bill McCarthy,Says left-wing activist John Sullivan “incited (the) insurgence of (the) US Capitol.”,Facebook posts,"January 8, 2021",barely-true,FAKE,0
993,Eric Litke,“The DC looting was staged” by antifa,Jonathan Wichmann,"January 8, 2021",pants-fire,FAKE,0
994,Noah Y.,An image shows National Guard at the Capitol during the Black Lives Matter protests in D.C.,Facebook posts,"• January 8,",barely-true,FAKE,0
995,Louis Jacobson,"""This election actually was not unusually close.""",Mitch McConnell,"January 8, 2021",true,REAL,1
996,Daniel Funke,"32,000 votes for David Perdue “disappeared” during the Georgia Senate runoff election.",Facebook posts,"January 8, 2021",barely-true,FAKE,0
997,Amy Sherman,"“Last year, Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting, and did it irregardless of what the Pennsylvania Constitution said.”",Josh Hawley,"January 8, 2021",barely-true,FAKE,0
998,William Skipworth,"Says activists threatened his family and “screamed threats, vandalized, and tried to pound open our door.”",Josh Hawley,"January 8, 2021",barely-true,FAKE,0
999,Amy Sherman,"In more than 60 cases, judges “looked at the allegations that Trump was making and determined they were without any merit.”",Joe Biden,"January 8, 2021",true,REAL,1
1000,Ciara O'Rourke,"A CNN chyron said, “Antifa has just taken responsibility for storming Capital Hill.”",Viral image,"January 8, 2021",false,FAKE,0
1001,Ciara O'Rourke,Says Mike Pence was arrested.,Facebook posts,"January 8, 2021",false,FAKE,0
1002,Ciara O'Rourke,"“The FBI just confirmed that it was ANTIFA, not Trump supporters, who breached the Capitol.”",Viral image,"January 8, 2021",pants-fire,FAKE,0
1003,Samantha Putterman,The Simpsons predicted the Capitol riots,Facebook posts,"January 8, 2021",pants-fire,FAKE,0
1004,Ciara O'Rourke,Kamala Harris is planning to use the 25th Amendment against Joe Biden and appoint Mike Pence as her vice president.,Facebook posts,"January 8, 2021",false,FAKE,0
1005,Brandon Mulder,Says that “those who stormed the capitol yesterday were not Trump supporters. They have been confirmed to be Antifa.”,Ken Paxton,"January 8, 2021",pants-fire,FAKE,0
1006,Eric Litke,"The woman killed during the Jan. 6 U.S. Capitol assault was shot by a Secret Service agent, not Capitol Police.",Jonathan Brostoff,"January 7, 2021",false,FAKE,0
1007,Ciara O'Rourke,The storming of the Capitol was staged.,Instagram posts,"January 7, 2021",false,FAKE,0
1008,Samantha Putterman,Quotes show Democrats supported riots “when BLM was BURNING down cities and killing people in the streets!”,Facebook posts,"January 7, 2021",barely-true,FAKE,0
1009,Miriam Valverde,“Evidence growing that fascist ANTIFA orchestrated Capitol attack with clever mob control tactics.”,Mo Brooks,"January 7, 2021",pants-fire,FAKE,0
1010,Ciara O'Rourke,"Video shows police removing disabled protesters from the Capitol on Jan. 6, 2021.",Viral image,"January 7, 2021",false,FAKE,0
1011,Tom Kertscher,"Voting machines didn’t work in heavily GOP areas for the Georgia runoff elections, leaving some voters unable to cast ballots.",Facebook posts,"January 7, 2021",barely-true,FAKE,0
1012,Ciara O'Rourke,A facial recognition firm “confirmed antifa infiltrated the Trump rally in D.C.”,Facebook posts,"January 7, 2021",false,FAKE,0
1013,Bill McCarthy,A man who stormed the U.S. Capitol in a horned fur cap is an “Antifa thug.”,Facebook posts,"January 7, 2021",pants-fire,FAKE,0
1014,Ciara O'Rourke,“Georgia and Kansas Capitol buildings have been stormed by protesters.”,Facebook posts,"January 6, 2021",false,FAKE,0
1015,Daniel Funke,"""We won. We won in a landslide. This was a landslide.”",Donald Trump,"January 6, 2021",pants-fire,FAKE,0
1016,Chris Nichols,"""Antifa"" is to blame for storming the U.S. Capitol.",Shannon Grove,"January 6, 2021",pants-fire,FAKE,0
1017,Ciara O'Rourke,"Google and Apple maps won’t give directions to Washington, D.C. because “they don’t want you going to a certain big rally.”",Facebook posts,"January 6, 2021",barely-true,FAKE,0
1018,Miriam Valverde,"“39% of Americans … 31% of independents ... 17% of Democrats believe the election was rigged.""",Ted Cruz,"January 6, 2021",barely-true,FAKE,0
1019,Eric Litke,"“Judge Rules Over 200,000 Biden Votes Are Illegitimate In Wisconsin.”",Facebook posts,"January 6, 2021",false,FAKE,0
1020,Ciara O'Rourke,Photo shows “2 sitting senators counting ballots” in Georgia.,Viral image,"January 6, 2021",false,FAKE,0
1021,Samantha Putterman,Says shredded ballots were found in Dell boxes in Georgia,Facebook posts,"January 6, 2021",pants-fire,FAKE,0
1022,Bill McCarthy,"""They just happened to find 50,000 ballots (in the Georgia U.S. Senate runoff elections) late last night.""",Donald Trump,"January 6, 2021",pants-fire,FAKE,0
1023,Tom Kertscher,Says Georgia Secretary of State Brad Raffensperger “faces espionage charges.”,Facebook posts,"January 6, 2021",false,FAKE,0
1024,Miriam Valverde,"Says City Blue Imaging Services in Rochester, N.Y. “printed ballots there. If you search them you’ll see they’re the ones who had ballots misprint errors for the ballots sent to NYC.”",Facebook posts,"January 6, 2021",false,FAKE,0
1025,Ciara O'Rourke,"Photo shows people protesting the 2020 election in Washington D.C. on Jan. 5, 2021.",Viral image,"January 6, 2021",false,FAKE,0
1026,Samantha Putterman,"“Dems Pass Bill to Vaccinate Children Without Parental Knowledge, Consent.”",Viral image,"January 6, 2021",half-true,FAKE,0
1027,Chris Nichols,There are “absolutely no patients” at Los Angeles hospital considered the center of region's COVID-19 surge.,Facebook posts,"January 6, 2021",pants-fire,FAKE,0
1028,Jon Greenberg,“The Vice President has the power to reject fraudulently chosen electors.”,Donald Trump,"January 5, 2021",false,FAKE,0
1029,Ciara O'Rourke,“President-elect Biden steps down as president-elect.”,Viral image,"January 5, 2021",pants-fire,FAKE,0
1030,Ciara O'Rourke,“1776 flag flying over White House!” in January 2021. “Revolution Signal.”,Bloggers,"January 5, 2021",false,FAKE,0
1031,Haley BeMiller,On whether he’ll object to the Electoral College results,Ron Johnson,"January 5, 2021",full-flop,FAKE,0
1032,Samantha Putterman,New York “is trying to pass a bill that would allow them to round up non mask wearers and people who don’t want to take the vaccine into concentration camps. Then with a court order they can force vaccinate you.”,Facebook posts,"January 5, 2021",false,FAKE,0
1033,Ciara O'Rourke,"Says Mayor Muriel Bowser “ordered all hotels, restaurants, grocery stores, gas stations, and convenience stores to close Jan. 4, 5 and 6 to discourage Trump supporters from gathering in D.C.”",Viral image,"January 5, 2021",false,FAKE,0
1034,Eric Litke,Wisconsin Legislature “Will Likely Decertify State and Award to President Trump.”,Facebook posts,"January 5, 2021",pants-fire,FAKE,0
1035,Noah Y.,"“You had (4,925) out-of-state voters… in Georgia.”",Donald Trump,"• January 4,",false,FAKE,0
1036,Bill McCarthy,"After a “major water main break,” Georgia election workers counted “18,000 ballots, all for Biden” that they pulled from suitcases and with no election observers present.",Donald Trump,"January 4, 2021",pants-fire,FAKE,0
1037,Eric Litke,“Congress has one job here: to count electoral votes that have in fact been cast by any state.”,Mike Gallagher,"January 4, 2021",true,REAL,1
1038,Ciara O'Rourke,Photo shows “people coming from California to Washington DC” to protest election results.,Viral image,"January 4, 2021",false,FAKE,0
1039,Tom Kertscher,"Says COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.""",Viral image,"January 4, 2021",false,FAKE,0
1040,Miriam Valverde,“We won Georgia easily. We won it by hundreds of thousands of votes.”,Donald Trump,"January 4, 2021",pants-fire,FAKE,0
1041,Daniel Funke,"A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",YouTube videos,"December 30, 2020",false,FAKE,0
1042,Jessica Calefati,"“In my state, as in many other states, we have governors who are closing down businesses again.”",Pat Toomey,"December 30, 2020",true,REAL,1
1043,Paul Specht,"North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""",North Carolina Republican Party,"December 29, 2020",pants-fire,FAKE,0
1044,Daniel Funke,"The Christmas Day explosion in Nashville, Tenn., was the result of a “missile strike.”",Facebook posts,"December 29, 2020",pants-fire,FAKE,0
1045,Samantha Putterman,News outlets reported that the Nashville bomber died of COVID-19.,Facebook posts,"December 29, 2020",pants-fire,FAKE,0
1046,Samantha Putterman,The Nashville bombing was an attempt to stop an AT&T audit into Dominion software and cover up election corruption.,Facebook posts,"December 29, 2020",pants-fire,FAKE,0
1047,Daniel Funke,Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,Facebook posts,"December 29, 2020",pants-fire,FAKE,0
1048,Louis Jacobson,Says a recent study found no asymptomatic or presymptomatic spread of COVID.,Facebook posts,"December 28, 2020",barely-true,FAKE,0
1049,Jon Greenberg,Says “Dr. Fauci lied about masks in March.”,Marco Rubio,"December 28, 2020",false,FAKE,0
1050,Amy Sherman,"""‘Simple math’ shows Biden claims 13 million more votes than there were eligible voters who voted in 2020 election.”",Facebook posts,"December 23, 2020",pants-fire,FAKE,0
1051,Miriam Valverde,"Says COVID-19 relief bill “provides more funding to foreign governments and to American arts centers, than to the American people.”",Facebook posts,"December 22, 2020",barely-true,FAKE,0
1052,Bill McCarthy,"“CDC COVID-19 survival rates” are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",Tweets,"December 22, 2020",false,FAKE,0
1053,Brandon Mulder,Says that the oil and gas industry comprises 35% of the Texas economy.,Christi Craddick,"December 22, 2020",mostly-true,FAKE,0
1054,Jill Terreri,“Dead people also voted.”,Claudia Tenney,"• December 22,",pants-fire,FAKE,0
1055,Miriam Valverde,“Nurse passes out on live TV after taking vaccine.”,Facebook posts,"December 21, 2020",barely-true,FAKE,0
1056,Bill McCarthy,Chief Justice John Roberts visited Jeffrey Epstein's private island.,Facebook posts,"December 21, 2020",false,FAKE,0
1057,Warren Fiske,“This is a phony pandemic.”,Bob Good,"December 21, 2020",pants-fire,FAKE,0
1058,Laura Schulte,“Jurisdictions representing about 80% of WI residents have passed referendums or resolutions in favor of fair maps.”,Chris Larson,"December 21, 2020",true,REAL,1
1059,Eric Litke,"""New data shows in-person learning isn't driving spikes in cases.""",Mike Gallagher,"December 18, 2020",true,REAL,1
1060,Samantha Putterman,Says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,Facebook posts,"December 18, 2020",pants-fire,FAKE,0
1061,Jon Greenberg,“21% of people are having serious adverse events from (the Moderna) vaccine.”,Bloggers,"December 18, 2020",false,FAKE,0
1062,Brandon Mulder,"Says that guidance urging vaccinated people to avoid travel and continue wearing masks is ""profoundly anti-science.""",Ted Cruz,"December 18, 2020",pants-fire,FAKE,0
1063,Noah Y.,A 2018 executive order gives Trump the ability to impose martial law,Facebook posts,"• December 18,",pants-fire,FAKE,0
1064,Amy Sherman,President Donald Trump will hold his inauguration for a second term at Mar-a-Lago,Facebook posts,"December 18, 2020",pants-fire,FAKE,0
1065,Paul Specht,Say North Carolina Gov. Roy Cooper was arrested for driving while intoxicated in Stanly County.,Facebook posts,"December 18, 2020",false,FAKE,0
1066,Tom Kertscher,"Says Raphael Warnock has ""said we need to open up the prisons"" and ""eliminate cash bail.""",Kelly Loeffler,"December 18, 2020",barely-true,FAKE,0
1067,Ciara O'Rourke,A Georgia Bureau of Investigation agent was killed for investigating the election.,Facebook posts,"December 17, 2020",false,FAKE,0
1068,Simone Esters,“Schools that are consistently implementing COVID-19 mitigation strategies remain among the safest places for our students.”,Mike Parson,"December 17, 2020",mostly-true,FAKE,0
1069,Seth Taylor,"“Millions of Hubbell and Bloomberg dollars wasn’t enough to overcome the Iowa House Republican avalanche of success.""",Iowa Republican Party,"December 17, 2020",half-true,FAKE,0
1070,Ciara O'Rourke,“This whole COVID thing? It’s a SIMULATION.”,Facebook posts,"December 17, 2020",pants-fire,FAKE,0
1071,Jon Greenberg,"“Tens and tens of thousands of bridges are in disrepair, some on the verge of collapse.”",Joe Biden,"December 17, 2020",half-true,FAKE,0
1072,Daniel Funke,“One of the first nurses to receive the vaccine in AL is now dead.”,Facebook posts,"December 17, 2020",false,FAKE,0
1073,Miriam Valverde,An Austrian politician “exposed the defectiveness of the government’s Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.”,Instagram posts,"December 17, 2020",false,FAKE,0
1074,Noah Y.,"“6 states will cast their (electoral) votes for Trump AND for Biden,” which will lead to a second Trump term.",Instagram posts,"• December 16,",false,FAKE,0
1075,Bill McCarthy,"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19.",Rush Limbaugh,"December 16, 2020",false,FAKE,0
1076,Chris Nichols,“Government imposed lockdowns do NOT reduce [COVID-19] cases or stop spikes.”,James Gallagher,"December 16, 2020",false,FAKE,0
